username,comment,channel,video,reference_date
anmer anmer,حلوه تخبل تجنن ترفيه عالميه كانها القمر,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,5 months ago
سـيـࢪيـن مـآࢪ 5 〽,بيجنننن استمروا حلو والعروس فد شي بيتجنننن,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,11 months ago
ابو حسين,تخبلو,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,11 months ago
غيث العامري,ألف ألف ألف مبروك 🌹🌹🌹🌹🌹🌹🌹♥♥♥😍😍,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,4 months ago
متواضعه وكذااا,اعضم الله اجورنا واجوركم في مصاب الامام علي عليه السلام,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,2 years ago (edited)
حسين علي,رزاق تزوج سجى سلاف حركت جوه😍🥳🥰🤣🤣🤣🤣,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,1 month ago
AHMED Ali,ان شاء الله الله يعطيكم الرزق على عناد المضغوطين,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,1 year ago
سيف سيف,ادعولي اخذ عمري و كل حياتي دعوه الغريب مستجابه,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,2 weeks ago
مهدي محمد,☹💕,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,3 months ago
乂Basha,يارب كل حبيب ياخذ حبيبته بحق الحسين 😊,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,2 years ago
هاشم علب,ألف ألف مبروك,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,4 months ago
زهراء محمد الكنانية,لابسة نفس بدلتي مال عرسي😂 بس همزين رجلي مو مثلة واني مو مثلهة😅,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,6 months ago (edited)
مرحبا مرحبا,♥♥♥♥,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,4 months ago
Rahma 55,الف الف الف مبروك 🥳 😘,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,6 months ago
رقيه رقيه,"أللله يرزق أمي و أمك ويطيعهما العافيه 
ويطول عمرهما و يدخهما الجنه",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,2 years ago
موج موج,ههههههههههههه اموت على سولاف ورزاق,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,1 year ago
حسين موسوي,😍😍😍😍😍😍,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,10 months ago
ريما الاشهب,الله يهنيكن,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,1 year ago
Mariam amer,حركات سولاف تموت ضحك😂😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,8 months ago
زوزو المسيحيه,فدوه النتائج يوم الاحد ادعو لي أنجح رياضيات دعوه الغريب مستجابه,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,2 years ago
أحمد حسام,احمد ربي على كل ٩ على خير البشر محمد مرسي,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,11 months ago
وتمضي الأيام,جانوً ثنائي رائع سوالف ورزاق اتمنى يرجعون 👍🏻,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,10 months ago
صكر عمر,حلوووو,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,4 months ago
جلادين نورمار,ربي يحفضهم,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,6 months ago
الاميره الاميره,اخر لقطه تموت من الضحك هههههه,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,2 years ago
سجاد حسين,🥰🥰🥰❤الله,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,9 months ago (edited)
ابن العراق ٠٧٨٠٢٣١٣٢٩١,شوكت نتزوج ملينه من العزابيه اوف ك 🤍❤💯💯🤍,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,7 months ago
علي رائد Albadry,أدعو لي أتزوج دعاء غريب مستجاب,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,10 months ago
Sfghkk Ghkk,واخواني هم ادعولهم,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,7 months ago
مصمم لوسيفر_Lucifer,وحق ربي شايف كل المشاهد بس هذا اكثر مشهد ظحكني همزين ماموكف كلبي من الضحك منو لاعب بالاعدادت😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,2 years ago
نورس علي,المشات جم دقيقه ههههههه😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,1 year ago
أسعد جاسم ألعبيدي,شلونكم زينين,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,6 months ago
انمار سلمان,كلش حلو 😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,9 months ago
زهورة,الله.  يخبلون,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,1 month ago
مغروره بشخصيتي,منو دعاءة مستجاب يدعيلي انجح يارب نجح كل طالب و طالبة😍😍💔💔,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,2 years ago
جسور الشمري,والله رزاق يمثل صاحبي من اتزوج بس مو ما يشوف تعليقي لا ننفضح,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,4 months ago
اميرة الورد,هههههههه 💗💗,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,7 months ago
Zoza Zoza,صدك زينه خوش تمثل.,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,6 months ago
زهره صباح,😂😂😂😂😂😂😂😂🖤😹❤,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,3 months ago
حموشي TV,البدلة الابستهة سولاف كلش كيوت اني اموت على هيج بدلات اتخبل,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,2 years ago
دفاشه النفاخه,هههههههههههههههههههههه❤🌜😘💍,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,4 months ago
Tyuعقيل ٧٢٩٦٣٨٦٦٥٤٨٦ عقيلTyu,مبروك وشايف الفخير,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,5 months ago
هيفا الجبوري,مبروك,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,1 year ago
قناة العراق الخير حسين الملك,💘💘💘,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,5 months ago
فديت ثنين ربوني,"نعزي كافه الشعب العراقي ب وفاه المرحومه العطله
وتقام الفاتحه على روحها الطاهره في كافه المحافضات العراقيه 
منتضرين حلول عيد الصونده بمناسبه النتائج (cry)",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,2 years ago
منين نجيب مثلك حتئ نساك,ممبروك,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,10 months ago
ايات,حلو,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,6 months ago
يزن حمد,🌹🌹⚘,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,11 months ago
بلال جميل,بوسة الكم 😚😙😙😙😙😍حبيبتي,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=rtJLgS7V0Y8,9 months ago
Ahmed Hassan /احمد حسن,"الناس تفتر ب المول 
وحنه نفتر ب الهول🤦‍♂️",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,1 year ago
ريمه ريمه,ادعو الزوجي الله يرزقه ابشغل زين او تتعيين والله تعب من العماله💔😭,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,7 months ago
احمد اليمني,"الصراحه الشعب العراقي رجال ونساء احبهم
اخوكم من اليمن 
ويحبكم والله",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,9 months ago
ياني وداني,من هم محبين القرآن الكريم,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,9 months ago
سبحان الله,"أتى النبي صلى الله عليه وسلم رجلٌ فقال: يا رسول الله دلني على عمل إذا أنا عملته أحبني الله وأحبني الناس. 

فقال رسول الله صلى الله عليه وسلم: «ازهد في الدنيا يحبَّك الله، وازهد فيما في أيدي الناس يحبَّك الناس»",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,7 months ago
البرنسيسا Maryam,اسيل طلعت حلووة بدون مكياج احلى من المكياج😍وحتى احلى من العروسه,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,2 years ago (edited)
تصميم صور المسلسلات,والله العظيم اني كلش احب عمر واموت علية ودائما ابواع ع فيدوهاتة وشلون يضحك وياريت لو اكدر يوم من اليام اشوفة أو التقي بي آمين يارب,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,7 months ago
RAHMA,يبجي زوجتو امبور شاشتين وحليب إمداك والله اسيل حلووو ال خاطر اسيل لايك,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,6 months ago
وسيم علي,حبايبي أهل العراق احلئ تحيه لكم من اليمن 🇾🇪,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,8 months ago
أّبِنِ أّلَرأّفِّدِيِّنِ,اليوم رحت للمضمد اجتي وحده حامل مواليد 2004 دكل للمضمد بلعت علج خوما يلزك براس الطفل 🥺من الصدمه ضرب لابراه بخشمي 😂😂😁,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,6 months ago
نضوري المدريدي,"ليش دائما تختبرون غيرة النساء 
غيرو فكرة البرنامج واختبرو غيرة الرجال منو ايأيدني😊",https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,2 years ago
فوده ذابله,شكد حساسه خطيه والله 😘😘,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,6 months ago
Um Hasanin,والله المراه الي تحب زوجها ماتعوفه على اتفه الاسباب لان الرجل هو وضميره بس خلي طيب ولا يكون تحت التراب 😭😭,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,6 months ago
Ali Ali,والله الهديه ما تسوه شي من حركت دمه🔥,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,6 months ago (edited)
عاشقه القرءان,اي والله صدك نريد نشوف غيرة الزلم استاذ عمر عليك الله سويها ع زلم,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,5 months ago
فتأه أنتهزتهأ ألحياه,اامانة دعو الماما مريضة دعولة طيب الله يوفقكم دعوت الغريب مستجابة والله ما انسالكم هل فضل طول حياتي ♥♥♥,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,2 years ago
مقتدى أسطورة,ههههههه والله خطيه اسيل ولك علمود حليب وشاشه والله ماخليه تبجي مبين عدة فهاوة والله يقدرنا على فعل الخير برنامج طباب خير         صرت مقدم جديد 🤣😂😂,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,5 months ago (edited)
علاوي ابن الناصريه,ميعرف قيمت المرأة بجاج علمود ابلازمه. والله كمت احجي علي كلت مداك لو اني مكانك خليته هيه تختار مكاني وذا كالت انسحب اني هم انسحب  وذى كالولي اركص اركص وي مرتي وعف ألجأزه علمود ما اجرح مشاعره 💕💕,https://www.youtube.com/user/alrasheedmedia/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=B_kwuOKtQN8,7 months ago
