username,comment,channel,video,reference_date
جين جو هو,"والله بطل والله بطل 

صريح بكل لقاء يطلع",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,2 years ago
امير الفتلاوي,فديت فائق  للشيخ للنجفي ابن ولايتي❤,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
Ataa Alwahab,فائق الشيخ علي أجمل وأرقى انسان بصدقة وعفويته وذكاءه وحنكة صياغة الفكرة معها قلب ينبض بحب الوطن .. خسران الشعب اذا مينتخب هذا الرجل .. فرصة واضحة وكدامنا لنضيعها ..,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago
captain 28,"الحسنة الوحيدة السوتها العراقية من تأسست لليوم 
هية استضافة الشيخ علي",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
TJ Lwls,فايق الشيخ علي اتمنى ان يكون رءيس دولة العراق ولا رءيس الوزراء يارب واحلا فايق الشيخ علي في القلب,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
jeon jannat,العراق رب العالمين يكتب له الخير والسلامة لو يقوده مثل هيج إنسان والعراق بلد عظيم ومتنوع يستحق مثل هيجي شخصية اللهم احفظ العراق واهله وأكله شر اعدائه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
احمد العراقي,اتمنى اسوي نسخ للشيخ فائق ٣٦٠ واخليهم بالبرلمان ..,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,2 years ago
ابو حسام الشمري,فائق الشيخ مناضل وصريح وشريف الله يوفقه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago
جنون رجل,اشهد ان فائق رئيس وزراء صالح,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
اركان شاكر,"تحيه لمن اطلق شرارة المظاهرات بالنقد الساخر✌️
🌺فائق الشيخ علي🌺",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
حمزه مشمش,فايق الشيخ علي.  تعيش وتسلم. عله هل شجاعه انته بطل بمعنه الكلمه  وياريت صير رءس للجمهوريه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,2 years ago
Hsyn Alslami,احلا شي صار فائق هو اليستفز المذيع😂,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
Roots روتس برجر,فائق الشيخ علي الأمل الوحيد للعراق وبأصواتنا ودعمنا اله راح يتغير وضع العراق للأحسن,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago
يونس مصطفى,بطل استاذ فائق يتكلم الحق,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,2 years ago
Salam Samir,من الدقيقه 45 الى الدقيقه 50  هنا تبدأ شجاعة السيد فائق الشيخ علي كفو منك يا بطل . بغض النظر عن انتمائاتك ولكنك قلت كلام للتأريخ وحقيقه لا يوجد نائب ولا وزير تكلم هكذا وكان شجاعا مثلك,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
عباس ال وافي,تحياتي لفائق الشيخ علي,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
Hussein jassim,شيخ فائق انسان ذكي جدا ماشاء الله,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
ماثيو don,الصوت الحر الوحيد الذي منذو تشكيل الحكومه مجلس الحكم  لم ارى تغير في كلام فائق الشيخ علي …,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago
كوردستان الحره,شخص شرس مع كل احترامي الك شخص دقيق شجاع نضيف الله يحفضك ويبعد عنك كل الامراض انشاء الله المرض لاعدائك بطل فائق الشيخ على,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,2 years ago
Helmy Fakhry,بالله كلامه صحيح...بس الناس كلشي متفتهم,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,2 years ago
ككو ككو,فديتك ياعمري المهيب فائق الشيخ 😍💗 انتخبووووووووووووووووووووووووووو,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
bahi bahi,فايق الشيخ. والله أحبه لانو انسان نزيه وشريف,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,2 years ago
che guevara,رائع دائما أستاذ فائق انشاءالله الشعب التعبان يصحة على حالة ويعرف ينتخب صح هذه المره,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago
ابو محمد,سبحان الله وبحمده عدد خلقه ورضا نفسه وزنة عرشه ومداد كلماته,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,4 months ago
MOHAMMED IR,يخبل حجيك وتخبل ثقافتك,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,2 years ago
Tony Alkouhili,احسنت على الباقة و الله انت تستحقان تكون زعيم العراق,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
Sam Hamel,"احيانا احس ""الإعلامي"" المحاور هو مهاجم وبس",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,2 years ago
القائد القائد,راقي فائق  الشيخ علي انتخبك ان شاء اللة,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago
وسام الدوري,انت أصيل والله.. ربي يحفظك,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,2 years ago
مساكي السماوه,حوار جدا جدا رائع,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago
mahdi alshamary,"الصمت هو أعظم جواب لحنونة 7×7 
مع ترشيخ فائق الشيخ علي لمنصب رئيس الوزراء",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
Human Life,"بالاخير يكلة يطبك حريشن و مرض 😂😂😂❤
والله استمتعت بهالمقابلة عجبني الحوار",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,9 months ago
Naser Alwadi,هذا النائب السيد فائق الشيخ علي اصلا استاذ قانون ممارس للمحاماة هو رجل محترم هذا ما رأيته بكل صدق ولا ازكيه على الله ولكن اقدر ما يطرح واتفق مع من يتمنى أن يكون من شاكلة الأستاذ فائق خمسون سياسي نائب في البرلمان لكان العراق قد تجاوز ازمته بكثير وتعافا منها,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago
سالم الشمري,والله يافائق انت طينتك ذهب وشجاع وجريئ ولو كنت رئيس وزراء لكان العراق شوارعه يكون تبليطها من ذهب واجمل شعوب العالم,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
kamal kamaly,"والله،يستاهل
شخص مرغوب وشعبي
ونتمنى الشعب ينتخبه",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
arabella الباش علي shelt,والله اني اول واحد انتخب فائق الشيخ علي 👆,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
منتضر الموسوي,انسان شريف فائق الشيخ علي 🌹,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
Fars Alsahar,فائق الشيخ ورد ولا اروع,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago
Ahmed naseer,كلنا فائق الشيخ علي ✌,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
Master Pro,بويه اخر شي والله تموت ضحك🤣🤣,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
Tabark Alsheakhly,يارب بعد معاناة سنين يجينا هيج شخص ينقذ بلدنا❤,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
مكياجي العصري,ماشاء الله والله كلام الشيخ علي واقعي وكوميدي مضحك في الصميم ههههه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,6 months ago
Nawaf,درجة وعي المقابل لا تساوي درجة وعي السيد النائب.  الشيخ علي يستحق اسألة اكبر من هذه بكثير و مستوى نقاش اعلى من هذا!,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago (edited)
Ali Haider,والله تعجبني يا فائق,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
Samir Mohamed,أحلى لقاء وأحلى ضيف وأحلى مقدم  .  فعلا حلقة مشوقة,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,2 years ago
ali jamal,حلقه كلش حلوه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
رجل لا يعرف المستحيل,يا اخي والله فائق الشيخ هوه الافضل والي يوافقني الراي يخلي لايك,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
كريم الحداد,فائق الشيخ علي بطل وربي بطل,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago
حسين خالد,"طبعاً حوار حلو والمقدم ايضا جيد والنهاية عجبتني كلش وبنفس الوقت مؤلمه
من يقودنا للفردوس آمنين",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,8 months ago
OMAR J,والله هذا الشخص إنسان شريف ويحب العراق وحقاني درجه أولى بس الله يوفقك وينصرك,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,2 years ago
NOSA A,والله عنده روح الفكاهه بالكلام,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
حسام علي عبد الحسن محسن,والله عمي هذا يرهم رئيس وزراء لسبب بسيط ميحترم لامعم ولاسياسي ولاخطوط حمر ولاتاج الراس,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
Nassir Zaya,انت زمز نفتخر بي استاذ لنك صدك انسان بنعا الكلمه تحياتي الك وانتمئ من الشعب ان ينتبه الئ شخصك وترحاتك لكي ينهظ العراق مرة ثانية,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago
Amenah,المذيع مايريد يستخلص الحقيقه يريد يثبت رأيي قناتة فقط وهاي مو مهنيه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago
قلوب عشقت بصدق قلوب عشقت بصدق,اسال الله بحق النبي محمد .ان يطول بعمره ويعطيه الصحة والعافيه .😘,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
استوريات king,لك والله ملك من ملوك العالم فديتك فائق الشيخ,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
المسافر الصامت,كلحنا مع فائق الشيخ علي😘,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
Hambaka arabi,مشتاقلك والله،،، حياك,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,3 years ago
Canon EOS,أحسنت فائق الشيخ علي 🇮🇶🌸,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
زهره البنفسج,انشالله يصير وزير العراق انسان شجاع ومثقف سياسيا ودينيا الله يطول عمرك وينصرك ع الحكومه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
حسين العيسى,ههههه احس فائق الشيخ هوه مدير قناة العراقيه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,1 year ago
عبدالله عباس,اني نتخبت هذا الانسان شريف,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=w_TPcEUU7-g,2 years ago
فخامة أبن البصره,"الله يرحمك يا بطل والله هواي تأثرت بأستشهادك 

الله يرحمك ويرحم كل شهدائنا الابطال",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,10 months ago
chemical A,"استشهد علي وعمر وابو بكر 😔💔
اختلفت الاسماء والإنتماء واحد 
هو الإنتماء للوطن🇮🇶",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,5 months ago
أبو مقتدى البياتي,الله يرحمك يا سيدي القائد ملتقى عند الحسين (ع) انت عنوان الرجولة والشجاعة 💔🥺,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,4 months ago
Algerien mon amour,بطل بأتم معنى الكلمة  ربي يرحمك ويجعل مأواك جنات النعيم يارب,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,6 months ago
طيبه مزهر,اني مااعرفة إللة يرحمة بس جنت اشوف صورة بالشوارع وسالت علية وسالفولي واللة ثم واللة شفتة بالمنام لابس عسكري وخال ايدة ورى ضهرة ويمشي بالبستان واللة هذا الشخص شهيد,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,4 months ago
فديوهات قصيرة منوعة,من تموت وانتة هيج شامخ هنا تعلم انك فخر للبشريه اجمع الله يرحمك ياشهيد 💔❤️,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,10 months ago
ايوب الجبوري,انطيت ابوي وعمامي ثنين واني انصبت اكثر من مره وكله لعيون العراق فدوه الك ياوطن الورح ترخصلك وترخص الناسك,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
الصياد SIAD,ياخيي العراقيين رمز للصمود والشجاعه الله يرحمه ويغفرله ويجعله من اهل الجنه تحياتي من ارض السعوديه لأهل العراق واهل الشهيد والله يصبركم في ولدكم البطل,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,5 months ago (edited)
واثق ياسين احمد طعمه,بطل سجل تاريخ رفعك الله الى جنه عرضها السموات والارض يا شهيد العراق,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,5 months ago
غشيمكو,اللي تم القبض عليهم واعترفو ومن المتحدث هسة وين انعدمو لو متونسين بالسجون ينتظرون العفو 🤔🤔🤔,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
حمودي الملكي,ياحسافة ع هيج دنيا💔الي تاخذ هيج بطل مثل ابو بكر سامرائي الف رحمه ع روحة . 2021/2/10🖤,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,6 months ago
شروگي عراقي,رحم الله من قرأ سورة المباركه الفاتحه نقرائها معا على روحه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
خيري البصراوي,الله يرحمه ويسكنه فسيح جناته ويلهم أهله الصبر والسلوان وان لله وانا اليه راجعون,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
غُدٍوٌ 💞,ابي متوفي هل من يترحم 😭 😭,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,4 months ago
حسوني الحوت,الله يرحمك يابطل انت مثال للشجاعة ويرحم جميع شهداء وابطال العراق وفي الجنه مكانكم اجمل ❤💕🥺,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
جعفر الكربلائي,راح تبقى رمز شامخ في قلوب 💞 كل العراقيين يابطل,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,6 months ago
عبود العراقي,((الله يرحمه ويسكنه فسيح جناته ويلهم أهله الصبر والسلوان ويرحم شهداء العراق وشافي جرحا العراق )),https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,5 months ago
زيوني ال وشاح,الله يرحمه ويغفر له ويسكنه فسيح جناته 😔,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
محمد عبد الرحمن,الله يرحمه ويسكنه فسيح جناته وجميع  الشهداء,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
mahmood games,الله يرحمه 😭 ( ولا تحسبن الذين قتلوا في سبيل الله اموتا بل هم احياء عند ربهم يرزقون ) صدق الله العظيم,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,1 month ago
لك الله ياعراق,سبحان الحي الذي لا يموت في بلادي يموت من لا يستحق الموت بيد من لا يستحق الحياه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,10 months ago
علي الموسوي,الله يرحمه ويسكنه فسيح جناته 😭,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,5 months ago
خادم الامام المهدي,الله يرحمه برحمته الواسعة بحق محمد وال محمد. اشبع.قهر..أبطال حشدنه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
يوسف البدري البدري,الله يرحمك يا بطل يا شهيد العراق تاج على راس أسأل الله تعالى أن يجعل قبرك روضة من رياض الجنه,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,5 months ago
سجاد عظيم,الله يرحمه برحمته الواسعه ويسكنه فسيح جناته ويلهم أهله و ذويه الصبر والسلوان,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,6 months ago
محمد العربي,"""""ماذا لو سار الرسول في شوارعنا 
أيصدق بأننا آمته التي بكئ من آجلها 

صلوا عليه كي نزيد له حباً",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,6 months ago
حالات واتس اب,الله يرحمه برحمته الواسعة ويسكنه فسيح جناته ويرحم جميع شهداء العراق تاج الراس,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
مجيدالمياحي مجيدالمياحي المياحي,رحمه الله تعالى برحمته الواسعة واسكنه فسيح جناته مع الشهداء السعداء,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,6 months ago
Iraq 511,الله يرحمه برحمته الواسعه ويغفر له ويسكنه فسيح جناته إن شاء الله,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
ذوالفقار كريم,صكر ابن صكر الله يرحمك يافخر 🙏🏼🥀✌️💪🏽,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
No name No name,الله اكبر ليش قناة العراقية تريدون تحركون قلب أهله نفذ الإعدام بيهم أسرع وقت,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,10 months ago
حسن زامل الطائي,الله يرحمه ويغفر له ويسكنه فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,3 months ago
Um krar Umkrar,««ولا تحسبن الذين قتلوا في سبيل الله امواتا بل احياء عند ربهم يرزقون»» الله يرحمه يااسد العراق,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,6 months ago
و د,الله يرحمه و يسكنه فسيح جناته 💔😭,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,3 months ago
حمودي المنصوري,الله يرحمه ويغفر له ويسكنه فسيح جناته بحق محمد وال محمد ص,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
ام حسنين,تركت فينا اثرا لا ينسى زرعت فينا حب الوطن فطيب الله ثراك وأسكنك فسيح جناته,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,9 months ago
ثائر البحراوي,"الله يرحمة برحمتة الواسعة ويسكنه فسيح جناته 
اللهم انتقم من القتلة والمجرمين",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,6 months ago
Basy mahgq,حرامات  نخسر هيج  ابطال  وسباع   💔الله  يرحمة  برحمتة الواسعة,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,5 months ago
مابخل جودي والكرم زودي يخسئ العايل يگرب حدودي,"الله يرحمك يابطل مثواك الفردوس الاعلى ان شاء الله 
كل ما اذهب للدوام على طريق النخيب عرعر اتذكرك واترحم عليك ... ابن ديالى مر من هنا",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,3 months ago
༼ 𖤹༼ مِےـۿيـپ༽𖤹 ༽,ونعم مـڼـڱ ابن عمي الغالي •اللّـہ̣̥ يرحمك يا بطل فخر ال دراج 💔,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago (edited)
SAIF AL-REKAPY AL-REKAPY,والله كلبي انمرد الله يرحم التربه التي دفنت فيها فخر لكل عراقي انت يابطل # بنت الجنوب,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,6 months ago
الموسوي السيد,الله يرحمكم برحمته الواسعه انتم رمز العراق ✌💔😔,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,5 months ago
Qwer Qwer,الله يرحمه برحمته الواسعة ويدخله فسيح جناته بحق محمد وآل محمد,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,1 month ago
Mlak Ahmed,الله يرحم شهداء أمه محمد وآل محمد  الله يصبر كلوب الفاقدين اعزاز,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,5 months ago
Laith drnag,الف رحمة على روحك يابطل لك ياخي والله بطل 😭😭😭 بالجنة گبل😭😭😭😔,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
خضير النداوي,الله يرحمه برحمته الواسعة الفاتحة على روحه الطاهرة الشهيد البطل,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,6 months ago
احمد رضا الدراجي,الله يرحمك يا ابن عمي 😭😭,https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,3 months ago
Safaa Noaman,"الله يرحمه من كربلاء سلامي لشموخه
كلما اتذكره اعرف ان العراق بخير وان
طريق الشهاده لايقتصر على طائفه
مع السعداء في جنة النعيم أن شاء الله",https://www.youtube.com/c/IMNnews/videos?view=0&sort=p&flow=grid,https://www.youtube.com/watch?v=i7jWWIY3mHQ,2 months ago
